date,Battery (Charging) -  MW,Exports -  MW,Imports -  MW,Distillate -  MW,Gas (Steam) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Reciprocating) -  MW,Battery (Discharging) -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2022-05-31 22:30,-1.18,-149.60,0.00,20.15,40.00,499.10,0.12,0.00,0.00,1424.00,0.00,0.00,11.50,NaN,141.60
2022-05-31 22:35,-36.70,-246.70,0.00,20.10,40.00,496.30,0.12,0.00,0.00,1457.00,0.00,0.00,11.33,NaN,132.20
2022-05-31 22:40,-42.99,-262.20,0.00,19.61,40.00,498.00,0.12,0.00,0.00,1478.00,0.00,0.00,11.17,NaN,131.40
2022-05-31 22:45,-17.75,-296.40,0.00,19.16,40.00,493.80,0.12,0.00,0.00,1488.00,0.00,0.00,11.00,NaN,148.00
2022-05-31 22:50,-23.54,-332.60,0.00,18.98,40.00,497.70,0.12,0.00,0.00,1483.00,0.00,0.00,10.83,NaN,122.50
2022-05-31 22:55,-14.26,-377.10,0.00,18.88,40.00,495.00,0.12,0.00,0.00,1498.00,0.00,0.00,10.67,NaN,119.20
2022-05-31 23:00,-2.12,-343.20,0.00,18.61,41.00,500.60,0.12,0.00,7.10,1457.00,0.00,0.00,10.50,NaN,122.60
2022-05-31 23:05,-5.51,-333.00,0.00,18.38,41.00,507.40,0.12,0.00,0.00,1440.00,0.00,0.00,10.58,NaN,146.40
2022-05-31 23:10,-0.17,-337.30,0.00,18.22,43.00,516.90,0.12,0.00,7.16,1444.00,0.00,0.00,10.67,NaN,266.40
2022-05-31 23:15,-0.17,-412.40,0.00,18.65,41.00,506.40,0.12,0.00,11.64,1460.00,0.00,0.00,10.75,NaN,261.60
2022-05-31 23:20,-0.21,-423.80,0.00,19.09,40.00,500.40,0.11,0.00,8.52,1442.00,0.00,0.00,10.83,NaN,258.70
2022-05-31 23:25,0.00,-405.00,0.00,19.16,41.00,502.90,0.12,0.00,16.30,1409.00,0.00,0.00,10.92,NaN,268.00
2022-05-31 23:30,-0.02,-361.30,0.00,19.09,40.00,498.30,0.12,0.00,4.90,1406.00,0.00,0.00,11.00,NaN,253.30
2022-05-31 23:35,-0.24,-229.50,0.00,19.70,40.00,499.40,0.13,0.00,5.60,1373.00,0.00,0.00,10.88,NaN,268.20
2022-05-31 23:40,-0.28,-174.80,0.00,20.90,40.00,495.70,0.12,0.00,3.33,1364.00,0.00,0.00,10.77,NaN,269.10
2022-05-31 23:45,-0.19,-183.00,0.00,25.21,40.00,497.00,0.12,0.00,8.77,1349.00,0.00,0.00,10.65,NaN,135.60
2022-05-31 23:50,-0.25,-192.20,0.00,25.91,40.00,497.70,0.12,0.00,8.99,1335.00,0.00,0.00,10.53,NaN,129.20
2022-05-31 23:55,-0.22,-156.00,0.00,25.92,41.00,498.60,0.12,0.00,18.28,1309.00,0.00,0.00,10.42,NaN,139.40
2022-06-01 00:00,-0.22,-114.00,0.00,25.83,41.00,504.90,0.12,0.00,17.86,1240.00,0.00,0.00,10.30,NaN,145.40
2022-06-01 00:05,-0.25,-78.43,0.00,25.68,42.00,511.30,0.12,0.00,11.44,1239.00,0.00,0.00,10.45,NaN,263.10
2022-06-01 00:10,-0.25,-100.90,0.00,25.89,40.00,505.10,0.12,0.00,0.00,1282.00,0.00,0.00,10.60,NaN,180.80
2022-06-01 00:15,-15.06,-180.80,0.00,25.97,40.00,500.20,0.12,0.00,0.00,1312.00,0.00,0.00,10.75,NaN,131.00
2022-06-01 00:20,-0.18,-147.60,0.00,25.76,43.00,509.20,0.12,0.00,1.46,1285.00,0.00,0.00,10.90,NaN,139.00
2022-06-01 00:25,-0.46,-144.80,0.00,25.61,40.00,498.30,0.12,0.00,0.00,1245.00,0.00,0.00,11.05,NaN,135.30
2022-06-01 00:30,-0.18,-83.44,0.00,25.85,42.00,506.80,0.12,0.00,2.72,1216.00,0.00,0.00,11.20,NaN,136.10
2022-06-01 00:35,-0.54,-66.89,0.00,25.45,40.00,496.40,0.12,0.00,0.27,1197.00,0.00,0.00,11.17,NaN,88.50
2022-06-01 00:40,-1.42,-40.21,0.00,25.52,42.00,501.90,0.12,0.00,0.16,1145.00,0.00,0.00,11.13,NaN,89.89
2022-06-01 00:45,-0.05,0.00,14.06,25.50,42.00,510.00,0.12,0.00,2.06,1118.00,0.00,0.00,11.10,NaN,262.30
2022-06-01 00:50,-0.25,-2.81,0.00,25.42,41.00,511.70,0.12,0.00,0.00,1129.00,0.00,0.00,11.07,NaN,266.60
2022-06-01 00:55,-1.18,-55.05,0.00,24.72,40.00,494.00,0.12,0.00,0.00,1168.00,0.00,0.00,11.03,NaN,134.90
2022-06-01 01:00,-2.82,-82.49,0.00,24.56,40.00,497.90,0.12,0.00,0.00,1166.00,0.00,0.00,11.00,NaN,86.03
2022-06-01 01:05,-0.81,-39.66,0.00,24.10,41.00,500.40,0.12,0.00,0.00,1148.00,0.00,0.00,10.88,NaN,92.98
2022-06-01 01:10,-3.01,0.00,18.26,23.67,43.00,471.60,0.12,0.00,0.05,1130.00,0.00,0.00,10.77,NaN,264.80
2022-06-01 01:15,-3.65,0.00,11.33,23.00,40.00,423.20,0.12,0.00,0.00,1097.00,0.00,0.00,10.65,NaN,272.00
2022-06-01 01:20,-0.11,0.00,58.72,23.09,42.00,404.30,0.12,0.00,0.04,1081.00,0.00,0.00,10.53,NaN,269.20
2022-06-01 01:25,-2.10,0.00,48.76,22.90,40.00,405.40,0.12,0.00,0.00,1044.00,0.00,0.00,10.42,NaN,59.96
2022-06-01 01:30,-0.60,0.00,99.62,22.64,41.00,403.80,0.12,0.00,0.04,1039.00,0.00,0.00,10.30,NaN,99.93
2022-06-01 01:35,-2.46,0.00,103.30,22.25,40.00,405.50,0.12,0.00,0.00,1032.00,0.00,0.00,10.30,NaN,61.22
2022-06-01 01:40,-2.36,0.00,149.20,22.45,40.00,406.50,0.12,0.00,0.01,1008.00,0.00,0.00,10.30,NaN,21.37
2022-06-01 01:45,-13.57,0.00,184.10,21.97,40.00,408.00,0.12,0.00,0.00,952.80,0.00,0.00,10.30,NaN,21.60
2022-06-01 01:50,-29.44,0.00,205.10,21.41,42.00,408.50,0.12,0.00,0.03,916.10,0.00,0.00,10.30,NaN,143.50
2022-06-01 01:55,-5.25,0.00,178.90,21.17,40.00,407.60,0.12,0.00,0.00,943.40,0.00,0.00,10.30,NaN,80.06
2022-06-01 02:00,-0.08,0.00,130.00,20.26,41.00,407.20,0.12,0.00,0.00,926.30,0.00,0.00,10.30,NaN,27.09
2022-06-01 02:05,-1.29,0.00,169.80,19.62,40.00,408.40,0.12,0.00,0.07,924.60,0.00,0.00,10.17,NaN,56.74
2022-06-01 02:10,-12.41,0.00,171.50,19.29,42.00,408.30,0.12,0.00,0.20,922.30,0.00,0.00,10.03,NaN,28.21
2022-06-01 02:15,-39.71,0.00,171.70,19.46,42.00,406.20,0.13,0.00,0.00,929.20,0.00,0.00,9.90,NaN,89.39
2022-06-01 02:20,-3.18,0.00,116.90,18.20,40.00,406.60,0.12,0.00,0.00,937.90,0.00,0.00,9.77,NaN,61.57
2022-06-01 02:25,-0.04,0.00,124.50,19.24,41.00,408.70,0.12,0.00,0.65,913.70,0.00,0.00,9.63,NaN,21.17
2022-06-01 02:30,-16.45,0.00,124.40,19.15,43.00,407.90,0.12,0.00,0.00,900.70,0.00,0.00,9.50,NaN,61.57
2022-06-01 02:35,0.00,0.00,140.60,18.74,42.00,406.60,0.12,0.00,0.03,885.50,0.00,0.00,9.42,NaN,61.90
2022-06-01 02:40,-0.63,0.00,181.10,18.45,40.00,407.30,0.12,0.00,0.00,888.10,0.00,0.00,9.33,NaN,140.60
2022-06-01 02:45,-32.51,0.00,125.70,18.07,40.00,408.00,0.12,0.00,0.00,900.30,0.00,0.00,9.25,NaN,56.75
2022-06-01 02:50,-20.53,0.00,131.40,17.64,40.00,406.10,0.12,0.00,0.00,899.10,0.00,0.00,9.17,NaN,61.89
2022-06-01 02:55,-6.90,0.00,87.25,18.02,40.00,405.70,0.12,0.00,0.00,914.70,0.00,0.00,9.08,NaN,60.96
2022-06-01 03:00,-2.00,0.00,124.30,18.39,40.00,407.10,0.11,0.00,0.00,921.60,0.00,0.00,9.00,NaN,16.33
2022-06-01 03:05,-31.97,0.00,127.90,18.06,40.00,406.50,0.12,0.00,0.00,892.70,0.00,0.00,8.97,NaN,21.28
2022-06-01 03:10,-26.43,0.00,163.00,18.00,42.00,406.40,0.12,0.00,0.13,857.80,0.00,0.00,8.93,NaN,62.54
2022-06-01 03:15,-26.09,0.00,134.70,17.55,40.00,405.10,0.12,0.00,0.00,856.00,0.00,0.00,8.90,NaN,61.91
2022-06-01 03:20,-19.33,0.00,164.70,17.58,40.00,404.90,0.12,0.00,0.00,851.00,0.00,0.00,8.87,NaN,56.74
2022-06-01 03:25,-35.20,0.00,192.20,17.47,41.00,405.90,0.12,0.00,0.01,823.60,0.00,0.00,8.83,NaN,22.99
2022-06-01 03:30,-83.15,0.00,211.00,17.47,40.00,405.10,0.12,0.00,0.02,808.40,0.00,0.00,8.80,NaN,21.83
2022-06-01 03:35,-71.63,0.00,213.30,17.22,40.00,406.50,0.12,0.00,0.00,803.80,0.00,0.00,8.77,NaN,-0.83
2022-06-01 03:40,-73.02,0.00,170.00,16.98,42.00,406.50,0.12,0.00,0.04,786.20,0.00,0.00,8.73,NaN,56.74
2022-06-01 03:45,-17.37,0.00,230.90,16.96,40.00,407.20,0.12,0.00,0.04,773.00,0.00,0.00,8.70,NaN,22.07
2022-06-01 03:50,-50.37,0.00,179.30,16.64,42.00,407.10,0.12,0.00,0.00,754.40,0.00,0.00,8.67,NaN,62.88
2022-06-01 03:55,-6.45,0.00,203.60,16.68,41.00,407.80,0.12,0.00,0.03,774.00,0.00,0.00,8.63,NaN,23.11
2022-06-01 04:00,-18.08,0.00,194.30,16.73,40.00,407.20,0.12,0.00,0.00,761.00,0.00,0.00,8.60,NaN,63.21
2022-06-01 04:05,-2.61,0.00,234.50,16.75,40.00,408.40,0.12,0.00,0.02,769.00,0.00,0.00,8.60,NaN,29.68
2022-06-01 04:10,-43.38,0.00,206.80,16.64,40.00,406.20,0.12,0.00,0.07,774.80,0.00,0.00,8.60,NaN,56.74
2022-06-01 04:15,-48.60,0.00,160.80,16.42,41.00,406.70,0.12,0.00,0.00,760.70,0.00,0.00,8.60,NaN,62.56
2022-06-01 04:20,-3.65,0.00,262.40,16.60,41.00,406.20,0.12,0.00,0.08,725.50,0.00,0.00,8.60,NaN,64.86
2022-06-01 04:25,-64.33,0.00,225.90,16.25,40.00,407.70,0.12,0.00,0.00,781.50,0.00,0.00,8.60,NaN,139.30
2022-06-01 04:30,-28.12,0.00,137.50,16.39,42.00,405.20,0.12,0.00,0.05,787.30,0.00,0.00,8.60,NaN,139.30
2022-06-01 04:35,-19.84,0.00,114.10,16.16,40.00,405.30,0.12,0.00,0.24,791.60,0.00,0.00,8.57,NaN,61.61
2022-06-01 04:40,-0.97,0.00,131.20,16.07,40.00,405.50,0.12,0.00,0.15,794.60,0.00,0.00,8.53,NaN,139.30
2022-06-01 04:45,-11.96,0.00,145.50,16.14,40.00,406.80,0.12,0.00,0.14,788.70,0.00,0.00,8.50,NaN,29.22
2022-06-01 04:50,-65.95,0.00,161.60,16.03,40.00,407.00,0.12,0.00,0.00,800.10,0.00,0.00,8.47,NaN,29.42
2022-06-01 04:55,-58.14,0.00,234.00,16.12,41.00,404.30,0.12,0.00,0.07,772.30,0.00,0.00,8.43,NaN,20.55
2022-06-01 05:00,-70.99,0.00,230.60,16.19,40.00,405.30,0.12,0.00,0.00,745.10,0.00,0.00,8.40,NaN,22.09
2022-06-01 05:05,-37.37,0.00,224.60,16.21,42.00,406.90,0.12,0.00,0.00,730.20,0.00,0.00,8.47,NaN,63.85
2022-06-01 05:10,-50.99,0.00,173.20,16.12,40.00,389.70,0.12,0.00,0.07,738.80,0.00,0.00,8.53,NaN,148.70
2022-06-01 05:15,-5.14,0.00,101.70,16.00,40.00,463.50,0.12,0.00,0.00,726.30,0.00,0.00,8.60,NaN,61.29
2022-06-01 05:20,-0.90,0.00,166.20,16.19,40.00,485.50,0.12,0.00,0.02,767.60,0.00,0.00,8.67,NaN,30.25
2022-06-01 05:25,-74.63,0.00,160.70,16.25,40.00,507.60,0.12,0.00,0.00,784.50,0.00,0.00,8.73,NaN,37.82
2022-06-01 05:30,-80.25,0.00,165.60,16.38,41.00,506.80,0.12,0.00,0.00,767.80,0.00,0.00,8.80,NaN,34.18
2022-06-01 05:35,-61.98,0.00,115.70,16.27,40.00,508.70,0.12,0.00,0.08,758.60,0.00,0.00,8.75,NaN,21.17
2022-06-01 05:40,-5.60,0.00,140.50,16.44,42.00,511.10,0.11,0.00,0.00,768.20,0.00,0.00,8.70,NaN,72.25
2022-06-01 05:45,-2.45,0.00,135.20,16.33,40.00,506.20,0.12,0.00,0.08,767.10,0.00,0.00,8.65,NaN,99.28
2022-06-01 05:50,-0.08,0.00,193.00,16.57,42.00,512.00,0.12,0.00,0.08,745.50,0.00,0.00,8.60,NaN,232.10
2022-06-01 05:55,-36.20,0.00,188.30,16.59,44.00,520.90,0.11,0.00,0.25,726.60,0.00,0.00,8.55,NaN,286.80
2022-06-01 06:00,-5.31,0.00,185.70,16.92,40.00,507.80,0.11,0.00,0.23,727.00,0.00,0.00,8.50,NaN,239.60
2022-06-01 06:05,-0.60,0.00,254.70,16.83,42.00,514.90,0.12,0.00,0.06,725.40,0.00,0.00,8.48,NaN,163.90
2022-06-01 06:10,-39.80,0.00,244.60,16.84,43.00,519.00,0.12,0.00,0.08,717.70,0.00,0.00,8.47,NaN,360.30
2022-06-01 06:15,-45.78,0.00,195.60,16.65,40.00,568.80,0.12,0.00,0.20,684.90,0.00,0.00,8.45,NaN,299.50
2022-06-01 06:20,-4.50,0.00,256.70,16.90,40.00,550.50,0.12,0.00,0.04,675.40,0.00,0.00,8.43,NaN,343.80
2022-06-01 06:25,-0.03,0.00,235.80,16.79,41.00,553.30,0.12,0.00,0.03,654.90,0.00,0.00,8.42,NaN,380.00
2022-06-01 06:30,-0.03,0.00,212.80,23.02,41.00,586.20,0.12,0.00,0.03,638.20,0.00,0.00,8.40,NaN,380.00
2022-06-01 06:35,-0.08,0.00,276.00,58.39,41.00,616.70,0.12,0.00,0.57,653.70,0.00,0.00,8.33,NaN,380.00
2022-06-01 06:40,-0.02,0.00,253.80,17.93,42.00,602.40,0.12,0.00,2.89,648.50,0.00,0.00,8.27,NaN,380.00
2022-06-01 06:45,-0.08,0.00,275.30,54.12,42.00,604.70,0.12,0.00,0.02,590.30,0.00,0.00,8.20,NaN,387.30
2022-06-01 06:50,-0.17,0.00,306.70,99.05,41.00,597.30,0.12,0.00,2.33,548.70,0.00,0.00,8.13,NaN,413.90
2022-06-01 06:55,-0.15,0.00,290.20,101.50,40.00,633.20,0.12,0.00,3.00,553.90,0.00,0.00,8.07,NaN,495.30
2022-06-01 07:00,-2.82,0.00,233.30,101.50,55.00,641.40,0.12,0.00,0.02,603.00,0.00,0.00,8.00,NaN,450.80
2022-06-01 07:05,-0.30,0.00,59.50,101.90,79.00,652.70,0.12,0.00,1.04,616.80,0.00,0.00,8.03,NaN,405.00
2022-06-01 07:10,-5.43,-11.59,0.00,119.40,69.00,647.80,0.12,113.50,0.07,644.20,0.00,0.00,8.07,NaN,406.00
2022-06-01 07:15,-4.80,-27.92,0.00,96.07,76.00,644.50,31.95,168.80,0.18,656.10,0.00,0.00,8.10,NaN,427.70
2022-06-01 07:20,-1.72,-8.74,0.00,98.76,92.00,643.80,31.84,168.20,0.04,643.30,0.00,0.00,8.13,NaN,431.60
2022-06-01 07:25,-0.09,0.00,0.03,98.81,112.00,646.80,32.09,170.80,0.94,578.40,0.00,0.00,8.17,NaN,457.80
2022-06-01 07:30,-0.15,0.00,64.63,99.36,132.00,649.90,32.11,169.40,12.04,519.30,0.00,0.00,8.20,NaN,467.70
2022-06-01 07:35,0.00,0.00,88.68,99.49,153.00,653.90,32.12,172.70,4.81,466.90,0.00,0.93,8.10,NaN,470.20
2022-06-01 07:40,-0.15,0.00,175.20,104.90,172.00,649.80,32.14,156.30,11.35,442.90,0.00,1.87,8.00,NaN,482.60
2022-06-01 07:45,-8.59,0.00,184.00,104.30,186.00,648.60,31.73,156.00,0.31,451.00,0.03,2.80,7.90,NaN,465.40
2022-06-01 07:50,-0.45,0.00,172.50,107.20,188.00,649.80,32.08,156.10,4.40,472.40,0.15,3.73,7.80,NaN,479.80
2022-06-01 07:55,-0.09,0.00,147.70,127.00,188.00,650.60,32.04,157.20,11.20,504.20,0.20,4.66,7.70,NaN,477.30
2022-06-01 08:00,-4.20,0.00,124.20,126.70,187.00,648.90,31.98,156.50,0.93,525.00,0.38,5.60,7.60,NaN,474.70
2022-06-01 08:05,-1.49,0.00,139.50,127.00,189.00,647.80,32.11,156.20,0.08,529.30,0.65,15.13,7.83,NaN,477.20
2022-06-01 08:10,-0.13,0.00,147.20,129.20,186.00,645.20,32.25,157.40,5.91,515.30,3.53,24.66,8.07,NaN,477.10
2022-06-01 08:15,-0.19,0.00,134.80,129.40,178.00,618.20,32.17,157.10,29.58,523.10,9.46,34.20,8.30,NaN,477.20
2022-06-01 08:20,-0.16,0.00,92.42,129.90,186.00,619.90,32.10,157.30,2.10,529.00,16.10,43.73,8.53,NaN,462.20
2022-06-01 08:25,-0.11,0.00,88.40,130.10,190.00,625.30,32.46,157.40,50.04,485.70,17.32,53.27,8.77,NaN,450.10
2022-06-01 08:30,-0.15,0.00,478.60,130.00,183.00,625.40,32.21,157.40,48.02,468.80,20.24,62.80,9.00,NaN,335.80
2022-06-01 08:35,-0.17,0.00,476.10,21.61,165.00,589.40,32.21,36.99,31.96,450.20,27.47,76.90,9.17,NaN,380.00
2022-06-01 08:40,-0.17,0.00,459.40,29.75,151.00,586.60,32.41,78.86,18.83,444.20,30.27,91.00,9.33,NaN,380.00
2022-06-01 08:45,-0.11,0.00,439.20,73.79,131.00,576.90,32.07,79.50,2.63,411.40,38.08,105.10,9.50,NaN,386.60
2022-06-01 08:50,-0.24,0.00,471.00,127.70,110.00,577.30,32.19,79.27,1.65,381.00,34.82,119.20,9.67,NaN,405.00
2022-06-01 08:55,-0.12,0.00,343.20,127.40,97.00,612.90,32.12,81.04,11.23,362.70,49.48,133.30,9.83,NaN,410.50
2022-06-01 09:00,-0.16,0.00,574.80,127.90,118.00,627.00,32.21,154.10,11.70,369.90,47.27,147.40,10.00,NaN,380.00
2022-06-01 09:05,-0.16,0.00,450.80,21.97,101.00,590.20,32.11,79.79,18.30,386.50,49.92,167.67,10.27,NaN,380.00
2022-06-01 09:10,-0.14,0.00,352.50,90.93,77.00,574.80,0.12,120.60,20.97,372.50,59.25,187.93,10.53,NaN,426.90
2022-06-01 09:15,-0.13,0.00,356.10,124.40,64.00,614.40,0.12,160.20,5.76,370.70,59.17,208.20,10.80,NaN,398.40
2022-06-01 09:20,-0.18,0.00,286.40,124.70,68.00,616.70,0.12,122.80,5.87,345.70,47.13,228.47,11.07,NaN,422.60
2022-06-01 09:25,-0.72,0.00,394.70,124.80,61.00,622.20,0.12,156.10,0.00,359.30,44.87,248.73,11.33,NaN,380.00
2022-06-01 09:30,-0.14,0.00,234.20,114.60,59.00,586.10,0.12,120.70,34.10,371.80,38.14,269.00,11.60,NaN,719.50
2022-06-01 09:35,-0.17,0.00,317.10,124.30,76.00,615.10,0.12,159.20,2.47,351.90,40.23,288.77,11.73,NaN,380.00
2022-06-01 09:40,-0.14,0.00,231.80,81.33,64.00,591.50,0.12,78.98,71.83,327.80,92.13,308.53,11.87,NaN,380.00
2022-06-01 09:45,-0.25,0.00,374.40,80.39,78.00,580.00,0.12,161.60,5.35,326.20,118.80,328.30,12.00,NaN,344.40
2022-06-01 09:50,-0.14,0.00,372.30,21.56,72.00,566.80,0.12,79.19,12.13,307.20,148.50,348.07,12.13,NaN,327.30
2022-06-01 09:55,-15.77,0.00,320.30,21.62,65.00,544.80,0.12,82.23,0.00,283.50,128.90,367.83,12.27,NaN,348.00
2022-06-01 10:00,-49.90,0.00,412.60,21.40,81.00,567.50,0.12,125.10,0.00,284.50,195.80,387.60,12.40,NaN,328.80
2022-06-01 10:05,-24.86,0.00,141.30,21.29,64.00,534.70,0.12,78.97,0.00,266.50,185.90,407.57,12.55,NaN,357.40
2022-06-01 10:10,-2.33,0.00,136.70,21.24,75.00,559.30,0.12,173.00,0.00,253.00,162.40,427.53,12.70,NaN,380.00
2022-06-01 10:15,-0.68,0.00,161.80,94.06,79.00,579.60,0.12,174.50,0.60,257.70,118.90,447.50,12.85,NaN,389.70
2022-06-01 10:20,-1.32,0.00,170.20,99.47,80.00,580.90,0.12,173.40,0.82,336.60,128.00,467.47,13.00,NaN,348.00
2022-06-01 10:25,-0.58,0.00,71.05,20.61,71.00,580.70,0.12,123.70,0.68,325.70,133.30,487.43,13.15,NaN,349.10
2022-06-01 10:30,-0.60,0.00,184.60,20.15,81.00,581.50,0.12,159.80,0.96,249.90,176.90,507.40,13.30,NaN,344.40
2022-06-01 10:35,-0.73,0.00,200.60,20.10,67.00,565.60,0.12,79.47,0.99,210.60,168.70,524.32,13.32,NaN,348.00
2022-06-01 10:40,-1.34,0.00,220.40,20.39,74.00,589.70,0.12,90.62,0.00,199.30,157.20,541.23,13.33,NaN,348.00
2022-06-01 10:45,-2.62,0.00,177.00,19.82,73.00,583.80,0.12,102.20,0.00,198.80,126.60,558.15,13.35,NaN,348.00
2022-06-01 10:50,-9.95,0.00,264.30,20.40,73.00,586.30,0.12,127.40,0.00,207.60,119.60,575.07,13.37,NaN,344.40
2022-06-01 10:55,-14.12,0.00,209.60,20.81,69.00,564.20,0.12,80.72,0.00,196.80,128.60,591.98,13.38,NaN,344.40
2022-06-01 11:00,-16.77,0.00,193.50,21.21,72.00,553.60,0.12,80.51,0.00,199.30,124.80,608.90,13.40,NaN,344.40
2022-06-01 11:05,-0.07,0.00,138.20,21.29,79.00,558.30,0.12,82.99,1.34,193.20,127.10,620.80,13.40,NaN,380.00
2022-06-01 11:10,-0.17,0.00,118.20,74.96,65.00,584.90,0.12,11.63,16.92,192.00,131.50,632.70,13.40,NaN,461.60
2022-06-01 11:15,-0.78,0.00,178.70,85.19,61.00,615.60,0.12,9.49,0.64,190.80,182.60,644.60,13.40,NaN,323.30
2022-06-01 11:20,-8.63,0.00,236.40,20.92,57.00,580.60,0.12,0.00,0.00,191.50,200.40,656.50,13.40,NaN,320.60
2022-06-01 11:25,-0.17,0.00,233.60,20.97,44.00,538.50,0.11,0.00,3.79,187.20,219.50,668.40,13.40,NaN,324.80
2022-06-01 11:30,-3.81,0.00,210.10,21.60,41.00,503.20,0.12,0.00,1.15,192.50,222.70,680.30,13.40,NaN,318.20
2022-06-01 11:35,-9.75,0.00,219.40,21.43,42.00,494.00,0.12,0.02,0.00,181.90,217.10,688.30,13.57,NaN,320.10
2022-06-01 11:40,-12.41,0.00,177.40,21.22,40.00,496.90,0.12,0.00,0.00,174.40,196.60,696.30,13.73,NaN,359.00
2022-06-01 11:45,-21.76,0.00,187.10,21.69,42.00,524.30,0.12,0.00,0.00,160.40,194.20,704.30,13.90,NaN,360.90
2022-06-01 11:50,-32.24,0.00,201.40,21.32,43.00,567.60,0.12,0.00,0.15,153.50,157.00,712.30,14.07,NaN,331.20
2022-06-01 11:55,-3.74,0.00,227.30,20.72,41.00,533.70,0.12,0.03,10.98,163.60,172.70,720.30,14.23,NaN,316.70
2022-06-01 12:00,-1.30,0.00,238.50,20.38,42.00,504.30,0.12,0.02,2.11,158.00,195.50,728.30,14.40,NaN,344.40
2022-06-01 12:05,-41.32,0.00,214.30,19.84,43.00,529.90,0.12,0.00,0.59,167.80,182.10,720.23,14.30,NaN,344.40
2022-06-01 12:10,-33.10,0.00,227.50,19.55,41.00,542.20,0.12,0.00,0.00,141.80,207.60,712.17,14.20,NaN,331.40
2022-06-01 12:15,-6.93,0.00,257.50,19.34,40.00,505.20,0.12,0.02,0.00,140.20,192.20,704.10,14.10,NaN,368.60
2022-06-01 12:20,-21.05,0.00,267.90,19.24,41.00,534.60,0.12,0.00,0.00,142.30,197.20,696.03,14.00,NaN,380.00
2022-06-01 12:25,-79.97,0.00,225.60,71.37,40.00,545.60,0.12,0.02,0.00,209.90,175.60,687.97,13.90,NaN,364.50
2022-06-01 12:30,-29.53,0.00,201.60,19.66,42.00,584.80,0.12,0.02,0.00,209.30,138.50,679.90,13.80,NaN,361.10
2022-06-01 12:35,-22.20,0.00,298.00,19.43,41.00,587.20,0.12,0.00,0.03,149.60,145.20,673.50,13.85,NaN,393.40
2022-06-01 12:40,-85.14,0.00,352.70,71.92,41.00,586.00,0.12,0.00,0.05,98.80,120.20,667.10,13.90,NaN,344.40
2022-06-01 12:45,-9.53,0.00,336.70,19.76,41.00,558.10,0.12,0.00,1.39,75.38,140.40,660.70,13.95,NaN,380.00
2022-06-01 12:50,-1.50,0.00,334.10,56.57,40.00,575.60,0.12,0.00,0.00,71.10,188.60,654.30,14.00,NaN,380.00
2022-06-01 12:55,-0.18,0.00,270.50,22.64,43.00,592.30,0.12,0.00,1.44,88.15,194.90,647.90,14.05,NaN,380.00
2022-06-01 13:00,-0.33,0.00,296.60,57.23,40.00,583.30,0.12,0.00,0.56,125.80,213.00,641.50,14.10,NaN,337.30
2022-06-01 13:05,-4.96,0.00,224.20,18.80,40.00,547.00,0.12,0.00,0.00,139.90,221.20,633.85,14.20,NaN,364.00
2022-06-01 13:10,-8.91,0.00,294.00,19.06,40.00,572.10,0.12,0.00,0.00,124.70,212.60,626.20,14.30,NaN,342.20
2022-06-01 13:15,-1.20,0.00,264.10,18.34,40.00,549.40,0.12,0.00,0.00,112.70,208.40,618.55,14.40,NaN,344.40
2022-06-01 13:20,-15.16,0.00,308.10,18.22,42.00,566.30,0.12,0.00,0.00,104.10,191.50,610.90,14.50,NaN,344.00
2022-06-01 13:25,-1.41,0.00,317.40,17.51,41.00,550.90,0.12,0.00,0.13,97.95,153.20,603.25,14.60,NaN,376.30
2022-06-01 13:30,-26.46,0.00,401.20,17.42,40.00,567.70,0.12,0.00,0.00,90.09,115.50,595.60,14.70,NaN,344.40
2022-06-01 13:35,-9.16,0.00,370.40,17.71,40.00,555.70,0.12,0.00,0.00,84.91,149.40,588.50,14.72,NaN,352.30
2022-06-01 13:40,-0.16,0.00,407.30,17.76,43.00,589.50,0.12,0.00,3.42,90.45,106.70,581.40,14.73,NaN,361.90
2022-06-01 13:45,-0.20,0.00,434.80,18.02,42.00,595.50,0.12,0.00,4.39,88.30,80.61,574.30,14.75,NaN,372.00
2022-06-01 13:50,-22.52,0.00,407.40,18.17,43.00,595.90,0.12,0.00,0.33,86.78,75.87,567.20,14.77,NaN,388.10
2022-06-01 13:55,-2.84,0.00,397.20,67.76,40.00,589.90,0.12,0.00,0.82,86.66,85.35,560.10,14.78,NaN,386.10
2022-06-01 14:00,-0.16,0.00,442.90,71.08,43.00,604.60,0.12,0.00,3.45,77.86,98.11,553.00,14.80,NaN,427.60
2022-06-01 14:05,-0.39,0.00,391.30,71.15,40.00,596.50,0.12,0.00,1.05,62.82,109.20,534.82,14.57,NaN,415.10
2022-06-01 14:10,-0.48,0.00,482.30,73.64,42.00,617.40,0.11,0.00,0.01,56.36,136.60,516.63,14.33,NaN,368.80
2022-06-01 14:15,-0.24,0.00,440.60,18.16,42.00,603.70,0.12,0.00,5.02,44.58,132.70,498.45,14.10,NaN,380.00
